Step    Eng
565100 4.76995280392457
565200 4.61799694561936
565300 4.65887178071297
565400 5.45317921372598
565500 6.65186990206916
565600 4.95930783496265
565700 4.93238903206369
565800 4.45331537662739
565900 4.5993400789451
566000 4.7883826884074
566100 4.87807977522567
566200 5.2396751330847
566300 5.30702273625862
566400 5.6371229147611
566500 5.30351455776679
566600 4.60166019737803
566700 4.76561104168208
566800 4.45540111290757
566900 4.57325122186115
567000 4.46110616051077
567100 4.65225863008869
567200 4.25729736858837
567300 4.41483054378691
567400 4.67687933860741
567500 4.1433047051049
567600 5.88091257321839
567700 5.90105915213984
567800 5.34070840902779
567900 5.1413122567572
568000 4.95298202595659
568100 4.8703125569725
568200 4.75070051249743
568300 4.65560668030192
568400 4.29899587443981
568500 3.3983840565262
568600 4.55666275421436
568700 5.11325131537268
568800 5.54613977340933
568900 5.48586815894284
569000 4.3568732121014
569100 4.69145045928935
569200 4.85365075701402
569300 5.26785868164807
569400 6.03866067613032
569500 4.95443373807956
569600 4.35356811271764
569700 4.69499974789827
569800 4.89411480109567
569900 5.99998531256054
570000 5.25163617118024
570100 4.67289983052977
570200 4.47292854396496
570300 4.84815627813294
570400 5.68694478993425
570500 6.6246341323754
570600 5.41440920812272
570700 5.05211024760918
570800 4.86946685976719
570900 4.14232281801069
571000 4.77297814946968
571100 5.07268853833762
571200 5.38950909127596
571300 5.75540292968853
571400 5.26030941873391
571500 5.40306078493224
571600 4.85423205665009
571700 4.54370383247159
571800 4.63772721504108
571900 6.55258116390883
572000 5.77795731315383
572100 5.26124173287186
572200 6.18308442185673
572300 5.47692935021844
572400 5.34709600310394
572500 4.90564919615161
572600 4.870003176579
572700 4.1189923958674
572800 4.87547230374881
572900 5.17386315344926
573000 5.36276111553926
573100 5.69126538560896
573200 3.97848508498666
573300 4.19986861551839
573400 4.53399006222892
573500 5.0120717294763
573600 5.82203881355833
573700 5.95502049923324
573800 4.47737581454761
573900 4.59645563265037
574000 4.79471131252344
574100 5.07053439256149
574200 5.94908500350043
574300 5.31398328739792
574400 5.16498898462463
574500 5.12767945775283
574600 4.60838779117935
574700 4.557507074067
574800 4.47967633513147
574900 5.01483630497745
575000 5.25483921784532
575100 5.06105164945858
575200 5.75050992174423
575300 5.05952105668926
575400 5.0263907308267
575500 4.77627501180488
575600 4.43770031418102
575700 4.42377083344751
575800 4.11060972035782
575900 5.93015683448196
576000 5.17828619140405
576100 5.66331722254893
576200 4.99595559793753
576300 4.75014987458195
576400 4.59746486153303
576500 4.49655605216465
576600 3.71850967734495
576700 4.84272497376166
576800 5.23369281958167
576900 5.46621371653507
577000 5.10658026694341
577100 5.96655149868284
577200 6.37975263429418
577300 4.96669961919385
577400 4.83718081537689
577500 4.63942023059463
577600 4.80699589222058
577700 4.18290067065218
577800 4.60484886046641
577900 5.08227088556695
578000 5.12510058178615
578100 5.87891951162519
578200 5.2043917218586
578300 5.49011645899162
578400 5.01973955644119
578500 4.46581219286525
578600 3.97626783960297
578700 4.69397411875826
578800 5.28050087098547
578900 6.02343946816356
579000 5.42932839879347
579100 4.24918971644976
579200 4.63086158262784
579300 5.27315688058999
579400 5.46596582857875
579500 6.01939182700635
579600 6.09186627799588
579700 4.77661009177531
579800 4.87542601708963
579900 4.22839184712625
580000 3.72816280763385
580100 4.34996596648574
580200 4.97315719628014
580300 5.54480720804476
580400 5.09825871507869
580500 5.07452012147247
580600 4.88311585299028
580700 4.41562373339681
580800 4.58575896865189
580900 4.79810009925738
581000 5.11978561518665
581100 5.7197000561483
581200 5.19078436029891
581300 5.39245220408589
581400 5.11608727756809
581500 5.30261296114573
581600 5.04632523379461
581700 4.53420068233937
581800 4.03631809898162
581900 3.96350533360077
582000 5.28512588974531
582100 5.39483780162943
582200 5.51222760118594
582300 5.40704340063346
582400 5.91652672615601
582500 4.77611563373742
582600 4.60631266288466
582700 4.85597623108488
582800 5.1104173904257
582900 6.03341850984416
583000 5.62607082150638
583100 5.00442300461479
583200 4.63404548573917
583300 4.99046345958711
583400 4.52690699853835
583500 4.69877069480211
583600 4.65516433964539
583700 5.01171926526415
583800 5.24922878625659
583900 5.39109289715502
584000 5.63859497395324
584100 4.47746746548011
584200 4.76057992277195
584300 4.28478964763275
584400 4.9185035009897
584500 4.8619341647364
584600 5.17435388572809
584700 5.55411905243012
584800 5.73587516974177
584900 4.60826668581974
585000 4.71061581710407
585100 4.81433342661247
585100 4.81433342661247
585200 4.75017113244686
585300 4.79550232527832
585400 5.26877434142818
585500 6.7629724585971
585600 5.82552439647695
585700 5.46099181480506
585800 4.9052068328205
585900 3.95123928348269
586000 4.12404051905147
586100 4.79068063878218
586200 5.12647053021584
586300 5.64269105397232
586400 5.47256877240065
586500 4.30382988053662
586600 3.94973810199918
586700 5.11462637841435
586800 5.65240071306876
586900 5.51043624728143
587000 4.31449234463162
587100 4.16390789228023
587200 5.47013223186075
587300 5.68268140084074
587400 5.27096972231641
587500 4.50802560019931
587600 4.33261476774162
