Step    Eng
407600 4.1379582663839
407700 4.46504760445637
407800 4.48195304000244
407900 3.90210208865978
408000 3.23961193877292
408100 3.96735483224097
408200 3.70916692242192
408300 3.0880694459842
408400 4.05586864732062
408500 4.33300548926815
408600 4.27636931389946
408700 3.70749914527243
408800 3.17252496661291
408900 3.20062483353319
409000 3.62137010828026
409100 4.24882226154558
409200 4.41853950168235
409300 3.99998926990346
409400 3.71074465281132
409500 3.16823877867082
409600 3.87956093950256
409700 4.37609936735272
409800 4.17372954871778
409900 3.7806513245621
410000 3.12501882411154
410100 3.60785927919013
410200 4.30788733852187
410300 4.1301511630187
410400 4.69257604384876
410500 4.05585828975139
410600 3.7427937402989
410700 3.65729538887727
410800 3.54963764263339
410900 3.85871276060774
411000 4.47224821267989
411100 5.31418934930754
411200 3.67001702667419
411300 3.88686596305722
411400 3.35440607168629
411500 3.71206958675817
411600 3.80067894152867
411700 3.94572905158617
411800 4.28313624458372
411900 5.19480940663427
412000 4.61886845215286
412100 4.04827293640129
412200 3.89251395975646
412300 3.55471505164023
412400 3.77081546338674
412500 3.35164068248664
412600 3.85469730008563
412700 3.87408835475215
412800 4.09793490075583
412900 4.54327844111477
413000 4.10270378202832
413100 4.18075214525534
413200 3.86435245306506
413300 3.87938156250638
413400 3.29270871263161
413500 3.75177131225199
413600 4.15321991902575
413700 4.35437305376921
413800 4.04494352140072
413900 3.17334487373464
414000 3.72305157547954
414100 3.8662040353023
414200 3.89844206146295
414300 3.93630980402325
414400 3.95601954698229
414500 4.4494416208764
414600 4.71803528923577
414700 4.52496824253855
414800 4.07171762268914
414900 4.15847347232585
415000 3.79921258943038
415100 3.39444672198018
415200 3.79621275427604
415300 3.45058041289588
415400 3.95929292420897
415500 4.11017637044991
415600 3.90331349783705
415700 4.05948427707189
415800 3.9159790003592
415900 3.3638907272649
416000 3.79832322828371
416100 3.41966173382032
416200 2.87627990813011
416300 3.42210572362143
416400 3.82230404750142
416500 3.66189452447741
416600 4.31740434845583
416700 4.04584376840648
416800 4.36166609683958
416900 4.66088781040136
417000 4.77072457018317
417100 3.63283256959816
417200 3.73755882718373
417300 3.46467923295899
417400 3.08704421368369
417500 3.45385123338377
417600 3.85696167043753
417700 4.29912760287819
417800 4.45759206358494
417900 4.23807893257635
418000 4.36334675518875
418100 4.02830787669861
418200 3.94670994359518
418300 3.93956260308515
418400 3.56115377511239
418500 3.4236389421165
418600 3.68812476177439
418700 4.26106846149704
418800 4.33633291575284
418900 4.09673725476043
419000 3.51120989453731
419100 2.91905826954855
419200 3.32230527047288
419300 3.82856722799244
419400 3.92748695807111
419500 4.24699516910246
419600 4.09956804063477
419700 4.28535026935188
419800 3.86802412159526
419900 3.43160760915851
420000 3.78345475986013
420100 3.38083109737357
420200 3.73112860597409
420300 3.57516033726132
420400 4.87577334842332
420500 4.6894962746164
420600 4.21408078195812
420700 3.9313136150998
420800 3.33992731769402
420900 3.59034026394483
421000 3.41967084699024
421100 3.86245514142935
421200 4.82407024623059
421300 4.81933576498568
421400 4.10928239366498
421500 4.20214460967662
421600 4.13431688364187
421700 3.60880863566478
421800 3.64500301967418
421900 3.66176168089433
422000 3.49018899162611
422100 3.72314840935312
422200 4.36099351225051
422300 4.79602345520569
422400 4.24499455074704
422500 4.12812296034374
422600 4.17484958145048
422700 3.8665238455895
422800 3.59162363116999
422900 3.53129252888851
423000 3.80810198363048
423100 3.76970728824337
423200 4.49090484190149
423300 4.38082938132603
423400 3.91483168433285
423500 3.22321236765418
423600 3.11721399538907
423700 4.16583136164864
423800 3.94483927481372
423900 4.35181142575839
424000 5.08809593646325
424100 3.87981242704218
424200 3.78685647533307
424300 3.64783419184254
424400 3.63168586901642
424500 3.96983564317462
424600 3.99625173102429
424700 3.92251739241067
424800 4.224663711344
424900 3.96420528089713
425000 4.43514085214345
425100 3.99400641876565
425200 4.03334897404798
425300 3.84217386780167
425400 3.52563082915883
425500 3.89854005157258
425600 3.63378517296717
425700 3.95103051827078
425800 4.38092797897349
425900 4.57788310979037
426000 3.34999346458841
426100 3.36617444500934
426200 3.68961605755848
426300 4.23913962350036
426400 4.63004754237844
426500 3.6095782922726
426600 3.52117989889266
426700 3.44415098163436
426800 2.92076893806983
426900 3.77558894025517
427000 3.99351297312829
427100 4.2085094027818
427200 4.10903126461037
427300 4.44842486204503
427400 4.7953770463149
427500 4.34117826538094
427600 3.90140851479188
427600 3.90140851479188
427700 3.59466176189203
427800 4.07013482381843
427900 3.83252022294905
428000 4.13958421099697
428100 4.06558488664716
428200 4.38071886190893
428300 4.25691155479323
428400 4.62302766699783
428500 4.15489816757198
428600 4.68867926626409
428700 4.22109105772521
428800 4.05841956954166
428900 3.88712390144958
429000 3.46045861323535
429100 4.0122712012571
429200 3.95722009301696
429300 4.35317667679579
429400 4.79452606037519
429500 4.94497196783638
429600 3.73320542691385
429700 3.83737900288078
429800 3.8073773370974
429900 3.08342461124479
430000 3.59444306873206
430100 4.41565072583794
