Step    Eng
835100 5.52729659853293
835200 6.5063771382279
835300 7.14698034536805
835400 7.43986476359336
835500 8.21640334056167
835600 6.91345553068037
835700 6.51791885517015
835800 6.31594313925002
835900 6.29887593795352
836000 7.68053410924459
836100 7.63044809853359
836200 7.20486777818834
836300 6.7687993842155
836400 6.10367616607332
836500 6.39085802055007
836600 6.67528844173423
836700 8.75136816494627
836800 7.57249951820271
836900 6.86500060877734
837000 6.62681025671594
837100 5.34883498794398
837200 5.30732418241588
837300 6.1011041039716
837400 6.97941770520035
837500 7.48559992707072
837600 6.80365536780306
837700 7.08396154106125
837800 7.97176248322469
837900 8.56629114942111
838000 6.16411098269419
838100 6.26220036126363
838200 6.47146726764111
838300 6.93002118968637
838400 7.46771454663856
838500 7.02741621581131
838600 7.65070283532114
838700 7.26627050114026
838800 6.41847651314154
838900 5.28217835030868
839000 6.32543484396885
839100 6.55016070088921
839200 7.22147469539169
839300 8.11205765049207
839400 7.96625824563361
839500 7.06171208909908
839600 6.78169920295752
839700 6.75887635299219
839800 6.376334944104
839900 6.11783383811327
840000 6.29654311256484
840100 7.14885085404376
840200 7.4722464747022
840300 8.16249984056496
840400 6.95363177691528
840500 7.65685878503609
840600 7.18327283313894
840700 6.44738834989086
840800 5.16574891423231
840900 5.94170407435108
841000 6.19683632237011
841100 5.33662606376577
841200 7.31335125338197
841300 7.48700907348899
841400 7.69723278271654
841500 6.9162562850272
841600 6.57505902108742
841700 5.77692905282801
841800 6.07418066641416
841900 6.51023120788973
842000 7.17267000889178
842100 6.85042656685662
842200 8.43958419943321
842300 7.9465337729496
842400 7.10984404167992
842500 7.34395063905101
842600 6.9166410775704
842700 6.66026580699679
842800 6.58792425243875
842900 5.85330118156542
843000 4.75093550306118
843100 5.87411023984605
843200 6.42802799673178
843300 6.70501934618647
843400 6.40455432254362
843500 6.85903604872671
843600 7.30897875380026
843700 7.62255983631392
843800 7.43784664933451
843900 7.45910756479014
844000 6.42833015558091
844100 5.41109582179377
844200 6.06055546539634
844300 6.13808220485822
844400 5.40626081102229
844500 6.77208882972442
844600 7.08323471584877
844700 6.90277319316623
844800 8.0860380068362
844900 7.09760429439174
845000 7.02017305519193
845100 6.58575487870253
845200 6.72987694439874
845300 6.26807846981532
845400 6.42740242535773
845500 5.84586251710498
845600 6.7023554527365
845700 7.16100895363728
845800 7.08103428137015
845900 7.40703135232238
846000 7.28862524848329
846100 6.13552834540882
846200 6.40706284426917
846300 6.28764702623863
846400 5.95472418825855
846500 6.66485323262222
846600 8.08427062484979
846700 8.19233567770789
846800 7.20358131885421
846900 7.06538841598761
847000 7.226851108846
847100 6.29137663766014
847200 6.13026956211382
847300 6.42723056283308
847400 6.82983469446684
847500 9.41163571493938
847600 7.78190406532395
847700 6.97085531204366
847800 7.39616984828216
847900 6.88820139577992
848000 6.55913062006218
848100 5.3642510404526
848200 5.90139569859206
848300 6.67957836937624
848400 7.66793383086044
848500 8.69980709502537
848600 6.6530962434356
848700 6.35933265286354
848800 6.544040059706
848900 6.27758654051557
849000 7.10727723490484
849100 7.4899672595279
849200 7.13739202686355
849300 7.19859607781914
849400 6.76516580909229
849500 5.89500016920061
849600 6.58592486982706
849700 6.19077821599644
849800 6.186175257809
849900 7.47377251234991
850000 7.91604365710467
850100 7.77064523669493
850200 7.16049463145508
850300 6.89692744495512
850400 6.75193244389729
850500 5.98773122384011
850600 6.68368469226297
850700 5.91037373427167
850800 6.62401974176087
850900 5.9590960241025
851000 6.67735377974633
851100 6.98548066303261
851200 6.83830214023458
851300 7.68676407903226
851400 8.67953367898349
851500 7.43672727197786
851600 6.92772742049472
851700 7.01327882401795
851800 6.7526128980345
851900 6.53152160931026
852000 6.44616652679194
852100 5.79380401756072
852200 6.67071422704922
852300 7.32473271790619
852400 7.00823010019094
852500 7.31044481734824
852600 8.25338979124653
852700 7.32682375953366
852800 6.64275082876033
852900 6.16085201228597
853000 6.39392367104301
853100 7.63175087020309
853200 7.56230374668745
853300 7.1571745217302
853400 7.43992418139572
853500 7.06433031785104
853600 6.02468731776112
853700 6.5698762389751
853800 6.20073293062484
853900 8.58062189556007
854000 7.987760803378
854100 6.74871994597476
854200 6.38893807882663
854300 6.59571118488121
854400 5.85936196895316
854500 4.80942440041702
854600 5.5953307788425
854700 6.75869676095053
854800 7.55292473817452
854900 7.23620028452447
855000 6.07132558335668
855100 5.39590922342218
855100 5.39590922342218
855200 6.30422546176476
855300 7.03166621068945
855400 7.44742337891496
855500 7.99417288518952
855600 7.07328082760603
855700 7.21453783201868
855800 6.9541971284404
855900 5.79458129480428
856000 6.3939155833689
856100 7.0191232381041
856200 7.68215717683736
856300 7.75483989843635
856400 6.58263492197953
856500 6.79049897247388
856600 6.02755244633557
856700 6.51788455917527
856800 6.48650931820235
856900 8.46768282226866
857000 7.79336494388542
857100 7.20514922556379
857200 6.39579977761408
857300 5.83117924682823
857400 6.7613374938706
857500 7.14221397734703
857600 8.34115995551646
