Step    Eng
1487600 11.5345327071562
1487700 12.4675830079214
1487800 13.0184570237687
1487900 12.2326296092568
1488000 11.2040478907238
1488100 11.2076714073047
1488200 11.0958605655587
1488300 10.5558376238527
1488400 10.8294984743519
1488500 10.4209153506749
1488600 10.9406513365413
1488700 9.94339410049353
1488800 11.1005392094642
1488900 12.2100478979051
1489000 13.6196809917933
1489100 11.848359027115
1489200 10.855295203957
1489300 10.5719249909671
1489400 9.13147471271188
1489500 9.87129505857057
1489600 10.5084930574536
1489700 10.8798988824459
1489800 11.628778632817
1489900 11.4970557723462
1490000 13.8748118964468
1490100 13.5124406322068
1490200 11.4391777920493
1490300 11.3666632352543
1490400 10.1588048924758
1490500 10.2945996205818
1490600 10.3396210223618
1490700 10.3286221263436
1490800 9.60887322214102
1490900 10.4001450544966
1491000 10.0814657814199
1491100 13.5794823029446
1491200 11.9322992007395
1491300 12.261825015342
1491400 13.0566477216792
1491500 10.828711142063
1491600 10.5161071639461
1491700 10.4254009685914
1491800 10.2988723359595
1491900 10.82594911136
1492000 10.5816420069893
1492100 12.2378411422601
1492200 11.771959337808
1492300 11.3499023278092
1492400 12.6611455246521
1492500 11.421715975978
1492600 12.4776714320661
1492700 16.0181597449815
1492800 12.61624781597
1492900 11.4076860178789
1493000 11.4371809070897
1493100 10.4943725542679
1493200 9.55609749247775
1493300 10.7260680245061
1493400 10.2703619418258
1493500 11.018123233862
1493600 12.038991024362
1493700 13.2662502438942
1493800 10.8489136206964
1493900 10.4559321813258
1494000 10.324856255338
1494100 9.66715847878996
1494200 8.23374916121007
1494300 10.9034434035013
1494400 11.5179827917436
1494500 12.7492694378788
1494600 11.8429115947874
1494700 11.3080698136085
1494800 10.6035534410719
1494900 9.34361155289044
1495000 10.7781038805924
1495100 10.1491341827346
1495200 10.7817960053806
1495300 11.2780546264139
1495400 13.8071838626564
1495500 12.038367147756
1495600 11.230746214638
1495700 12.3142025496061
1495800 8.79682773022476
1495900 9.12289805246437
1496000 10.2935959004723
1496100 12.1279666949737
1496200 12.5311480455446
1496300 10.0456460758311
1496400 8.93533906464114
1496500 10.9537993420597
1496600 12.1254044837925
1496700 12.2120052800608
1496800 9.04559876422092
1496900 9.47824367424433
1497000 11.64614451676
1497100 12.4022031227017
1497200 11.4900564074572
1497300 8.82286480797645
1497400 8.69772274369815
1497500 10.4025271887281
1497600 10.7710580645305
1497700 10.886742717518
1497800 11.8029525173959
1497900 12.2283397851543
1498000 11.7027590176333
1498100 11.3416795936661
1498200 11.5209158386293
1498300 10.2753892049934
1498400 10.6709362727677
1498500 9.89887743842631
1498600 10.970477836009
1498700 10.6430669028887
1498800 11.2121562200045
1498900 11.2078188149593
1499000 13.1547291434505
1499100 11.553072103111
1499200 11.3654291288736
1499300 10.440010856026
1499400 8.34251265256288
1499500 9.8946807750956
1499600 11.6800946286385
1499700 12.2198816297501
1499800 11.9581878040533
1499900 9.36740890445245
1500000 9.43621567766268
1500100 10.0747125182675
1500200 11.2924032413542
1500300 12.478248510077
1500400 12.8961889136362
1500500 11.7720575645613
1500600 10.9509727849577
1500700 10.3763728926993
1500800 9.08395860535455
1500900 8.59752456039834
1501000 10.8040298261811
1501100 10.8466733018964
1501200 11.983758179187
1501300 12.4094333087623
1501400 11.6977425598842
1501500 10.4568620956746
1501600 10.6225835791902
1501700 9.97159416044726
1501800 8.83165178725322
1501900 9.23611710347259
1502000 10.9905310326237
1502100 12.2285768133346
1502200 11.2059399292957
1502300 12.5458290693018
1502400 11.4347159143279
1502500 11.4233093114025
1502600 10.851722970916
1502700 9.6715530573939
1502800 7.96921411005715
1502900 9.33232581303919
1503000 10.9739136339105
1503100 11.8859764460067
1503200 12.9316002413915
1503300 10.8394363298968
1503400 10.6136308398108
1503500 10.0179759134399
1503600 10.7739081160561
1503700 10.3118488279765
1503800 11.2203139065075
1503900 11.5720347689935
1504000 11.8305623040928
1504100 12.9809765609199
1504200 11.7973952064529
1504300 9.20332319261674
1504400 10.2950048650294
1504500 11.4859329968208
1504600 12.7659246063166
1504700 13.1707100930978
1504800 10.5771015925951
1504900 10.3435045432905
1505000 10.6261850166572
1505100 11.2489004112325
1505200 13.8909726710339
1505300 12.6131076122005
1505400 11.4978336758687
1505500 11.5814274894007
1505600 11.6403853555617
1505700 10.709821131777
1505800 10.0437070490865
1505900 9.93160723245868
1506000 10.928241318253
1506100 11.4508791230179
1506200 12.0462757672616
1506300 12.5572371432642
1506400 12.314047375463
1506500 8.9471000388404
1506600 10.3307075814544
1506700 9.68229095597605
1506800 8.65765681698887
1506900 10.3060805821606
1507000 11.6629195303789
1507100 12.4034493842097
1507200 11.5062246544274
1507300 12.5776356624754
1507400 11.6674065972402
1507500 10.7071071363462
1507600 10.6108816218712
1507600 10.6108816218712
1507700 10.2825667251527
1507800 10.4934988710575
1507900 11.4834536988197
1508000 14.2334509706039
1508100 13.0048976997817
1508200 11.8695243895893
1508300 12.3939203075697
1508400 8.76772162872173
1508500 9.22882765504639
1508600 10.3342010694375
1508700 12.0437012353097
1508800 13.0812373311999
1508900 12.746268083952
1509000 9.36097445071955
1509100 10.6470880217306
1509200 9.58038498251282
1509300 8.96586654385657
1509400 10.3721516409953
1509500 11.5436056236408
1509600 12.2668335967322
1509700 11.6929758159698
1509800 13.0916200305684
1509900 11.8717959552975
1510000 11.981577675958
1510100 10.7584023645369
