Step    Eng
1172600 9.179257133201
1172700 10.3728100632229
1172800 9.38393233368536
1172900 9.39704654457597
1173000 8.7092822769923
1173100 7.55379031521297
1173200 8.84352189368552
1173300 8.30237932760743
1173400 8.67052028624954
1173500 8.39254725028093
1173600 10.7450446074815
1173700 9.5420507832802
1173800 9.78525258861364
1173900 8.91645398560696
1174000 8.30527257310214
1174100 8.69766120250096
1174200 8.05874528312891
1174300 8.98021280935583
1174400 8.95168500201011
1174500 8.98770053999579
1174600 9.50314215144694
1174700 9.44134919851439
1174800 9.42513567026181
1174900 10.393500303268
1175000 8.85562976187095
1175100 8.52567519155798
1175200 8.2213611364271
1175300 7.3359560545468
1175400 8.33159489561075
1175500 9.08570916812344
1175600 9.52971839674847
1175700 10.3138182917467
1175800 8.5544222741358
1175900 8.33420478785665
1176000 8.69694892403101
1176100 9.02907666015722
1176200 9.67054152513972
1176300 10.1403199750688
1176400 9.52493181042869
1176500 9.4544208704648
1176600 8.80349527182108
1176700 7.85976636012023
1176800 6.22994482067444
1176900 8.135501866435
1177000 9.01676719141945
1177100 10.0744261731911
1177200 10.4276599817973
1177300 8.03271979501273
1177400 8.36828958696957
1177500 8.55500742927295
1177600 8.51490535075556
1177700 8.91587901257239
1177800 8.48520985129502
1177900 8.71969813633495
1178000 9.26119506462731
1178100 9.65780005779437
1178200 10.7741024134903
1178300 9.11571373939727
1178400 8.8190924121351
1178500 7.6541129813818
1178600 7.1856747589416
1178700 8.02079598401595
1178800 8.95589905304399
1178900 9.60395011615677
1179000 9.20635548330675
1179100 10.171263491872
1179200 9.77114407235945
1179300 7.61096936958421
1179400 6.96830789103535
1179500 8.34808360555036
1179600 9.32937798621527
1179700 10.2522092497784
1179800 11.7856919559595
1179900 9.37705062988946
1180000 8.67641024286486
1180100 8.22852006407737
1180200 8.4444834222611
1180300 10.6240185298459
1180400 10.0187527093179
1180500 8.85459669408895
1180600 8.14870663229748
1180700 7.67172663693584
1180800 10.0273367583022
1180900 10.5725169233522
1181000 10.027450282353
1181100 8.22882923672946
1181200 7.43746983211748
1181300 7.2037987662915
1181400 9.48897422522548
1181500 9.87291693384091
1181600 9.29562157841629
1181700 8.30929952039849
1181800 7.33733030491838
1181900 9.11626178522755
1182000 9.5038035520486
1182100 9.38635428920118
1182200 8.92032280178824
1182300 8.88065696561163
1182400 8.12364055897366
1182500 7.62178884151571
1182600 7.09662430972729
1182700 10.0802528880271
1182800 9.78290590198988
1182900 9.93636904502735
1183000 11.6484855501132
1183100 9.05482069580168
1183200 8.60284905987906
1183300 7.84070734992476
1183400 8.8339770233486
1183500 7.94546896194313
1183600 8.92412534006244
1183700 9.42555784882333
1183800 9.46426234655684
1183900 10.3716210498713
1184000 10.1473930213636
1184100 7.79125227415663
1184200 8.25995881970674
1184300 9.08477952115735
1184400 10.2725783743802
1184500 10.3611276570011
1184600 9.22484897785267
1184700 8.71091250692582
1184800 8.42410684091705
1184900 7.90378220099348
1185000 8.59804746528797
1185100 9.30662550786829
1185200 10.5634244255708
1185300 9.42145834776159
1185400 11.0603260364636
1185500 8.22710632858128
1185600 8.12836687427348
1185700 7.9990359987989
1185800 8.85591673136076
1185900 8.90838682895505
1186000 9.30986677670521
1186100 10.3073991366079
1186200 9.39306344650321
1186300 9.29664297068744
1186400 9.00906346415967
1186500 8.25146736578969
1186600 8.26749260311904
1186700 8.11863990718226
1186800 10.3362808536948
1186900 9.63178585270573
1187000 9.20411696696177
1187100 8.34803942551457
1187200 8.92929749434643
1187300 7.86488330775218
1187400 8.7153485940445
1187500 8.27597164387028
1187600 8.20385607645881
1187700 9.92760201341753
1187800 11.1729066139299
1187900 9.70082737496558
1188000 9.29361532688625
1188100 9.40807827519672
1188200 7.97694800457364
1188300 8.10879365120019
1188400 8.73094648453985
1188500 9.24910041369644
1188600 9.26958980484461
1188700 10.3606570099057
1188800 9.25644958843626
1188900 9.98893508491959
1189000 9.31889168225812
1189100 8.32050553970461
1189200 7.13455639085054
1189300 7.10205611963874
1189400 8.73074269290673
1189500 9.10970698665531
1189600 9.65906556394791
1189700 10.6636832698837
1189800 9.88123783719653
1189900 9.38503023582443
1190000 10.9005155841251
1190100 10.8004649698707
1190200 9.56772868957067
1190300 9.28969218078559
1190400 7.89148738219828
1190500 7.15921808983706
1190600 8.22131751236894
1190700 9.15244220073178
1190800 9.45426684126755
1190900 10.4675986780955
1191000 9.06640542729031
1191100 9.81679958364494
1191200 9.22543122331754
1191300 8.42200551183819
1191400 7.22841441512662
1191500 8.49639544502565
1191600 9.06336194585491
1191700 9.31780439612167
1191800 10.8390760645586
1191900 9.52756753235221
1192000 8.74153746291484
1192100 8.49362710163567
1192200 7.99921143446395
1192300 8.99503895512064
1192400 9.0383964300298
1192500 9.34708698601123
1192600 9.62595618300874
1192600 9.62595618300874
1192700 10.038879084792
1192800 9.41610463089906
1192900 8.23061826004979
1193000 7.18148518832799
1193100 7.14967195646136
1193200 9.32551631994879
1193300 9.7478529824841
1193400 10.1089237234426
1193500 10.1490677195247
1193600 7.89812974495208
1193700 8.46282956855381
1193800 8.91584349919653
1193900 9.75763373316426
1194000 9.33173799606681
1194100 8.98285093687102
1194200 7.98929578880486
1194300 9.18912178488719
1194400 9.77959584529689
1194500 10.827126777103
1194600 8.53603338530993
1194700 8.51250556454166
1194800 8.37424975664417
1194900 9.07372485291199
1195000 8.72727434959954
1195100 8.9365190065667
